campaign,group,keyword,url,utm
П4_Поиск_Трудовой,П4 Без СМЗ и ИП,"""яндекс такси без смз""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Без СМЗ и ИП,"""работа такси без ип""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Лимит НПД,"""превысил лимит самозанятости такси""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Лимит НПД,"""превышен лимит нпд такси что делать""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Лимит НПД,"""лимит самозанятого такси трудовой""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Лимит НПД,"""превышен лимит самозанятого не хочу ип""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Лимит НПД,"""что делать если превысил лимит самозанятого такси""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Лимит НПД,"""переход с самозанятого на трудовой договор такси""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Лимит НПД,"""лимит 2.4 млн такси трудовой договор""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Лимит НПД,"""превышен лимит ип такси трудовой""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 2-НДФЛ и налоги,"""такси трудовой договор налог платит парк""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 2-НДФЛ и налоги,"""2ндфл такси""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 2-НДФЛ и налоги,"""справка 2ндфл такси""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 2-НДФЛ и налоги,"""трудовой договор такси 2ндфл""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 2-НДФЛ и налоги,"""налоги платит парк такси""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 2-НДФЛ и налоги,"""договор с таксопарком трудовой""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Банкротство и занятость,"""такси при банкротстве трудовой договор""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Банкротство и занятость,"""работа такси при банкротстве""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Банкротство и занятость,"""работа такси на пособии""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Банкротство и занятость,"""трудовой договор такси банкротство""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Банкротство и занятость,"""такси тип занятости не подтвержден""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Банкротство и занятость,"""деприоритет тип занятости яндекс такси""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Комиссия и бренд,"""комиссия трудового договора такси""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Комиссия и бренд,"""трудовой договор такси 3 процента""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Комиссия и бренд,"""таксопарк армада трудовой""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П4_Поиск_Трудовой,П4 Комиссия и бренд,"""парк армада трудовой договор""",https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword},p4_trudovoj
П2_Поиск_Самозанятый,Парковый самозанятый,"""парковый самозанятый""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p2_samozanyatyj&utm_content={ad_id}&utm_term={keyword}#formats,p2_samozanyatyj
П2_Поиск_Самозанятый,Парковый самозанятый,"""парковый самозанятый яндекс такси""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p2_samozanyatyj&utm_content={ad_id}&utm_term={keyword}#formats,p2_samozanyatyj
П2_Поиск_Самозанятый,Парковый самозанятый,"""самозанятый яндекс такси парк""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p2_samozanyatyj&utm_content={ad_id}&utm_term={keyword}#formats,p2_samozanyatyj
П2_Поиск_Самозанятый,Парковый самозанятый,"""стать парковым самозанятым""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p2_samozanyatyj&utm_content={ad_id}&utm_term={keyword}#formats,p2_samozanyatyj
П2_Поиск_Самозанятый,Парковый самозанятый,"""комиссия парка самозанятый""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p2_samozanyatyj&utm_content={ad_id}&utm_term={keyword}#formats,p2_samozanyatyj
П2_Поиск_Самозанятый,Парковый самозанятый,"""подключение самозанятый яндекс такси""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p2_samozanyatyj&utm_content={ad_id}&utm_term={keyword}#formats,p2_samozanyatyj
П2_Поиск_Самозанятый,Парковый самозанятый,"""работа такси самозанятый парк""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p2_samozanyatyj&utm_content={ad_id}&utm_term={keyword}#formats,p2_samozanyatyj
П2_Поиск_Самозанятый,Парковый самозанятый,"""яндекс такси самозанятый оформление""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p2_samozanyatyj&utm_content={ad_id}&utm_term={keyword}#formats,p2_samozanyatyj
П2_Поиск_Самозанятый,Парковый самозанятый,"""парк для самозанятых водителей""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p2_samozanyatyj&utm_content={ad_id}&utm_term={keyword}#formats,p2_samozanyatyj
П2_Поиск_Самозанятый,Парковый самозанятый,"""низкая комиссия таксопарк самозанятый""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p2_samozanyatyj&utm_content={ad_id}&utm_term={keyword}#formats,p2_samozanyatyj
П2_Поиск_Самозанятый,Парковый самозанятый,"""самозанятый водитель такси подключить""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p2_samozanyatyj&utm_content={ad_id}&utm_term={keyword}#formats,p2_samozanyatyj
П2_Поиск_Самозанятый,Парковый самозанятый,"""моментальный вывод самозанятый такси""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p2_samozanyatyj&utm_content={ad_id}&utm_term={keyword}#formats,p2_samozanyatyj
П1_Поиск_Подключение,Подключение Яндекс Такси,"""подключение к яндекс такси""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Подключение Яндекс Такси,"""подключить яндекс такси""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Подключение Яндекс Такси,"""подключить водителя к яндекс такси""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Подключение Яндекс Такси,"""как подключиться к яндекс такси""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Подключение Яндекс Такси,"""регистрация в яндекс такси водитель""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Подключение Яндекс Такси,"""оформление в яндекс такси""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Подключение Яндекс Такси,"""подключение к яндекс про""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Подключение Яндекс Такси,"""стать водителем яндекс такси""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Подключение Яндекс Такси,"""работа в яндекс такси на своем авто""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Подключение Яндекс Такси,"""яндекс такси подключение парк""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Подключение Яндекс Такси,"""удалённое подключение яндекс такси""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Подключение Яндекс Такси,"""подключить яндекс такси онлайн""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Таксопарк,"""таксопарк для яндекс такси""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Таксопарк,"""таксопарк яндекс такси подключить""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Таксопарк,"""партнер яндекс такси для водителей""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Таксопарк,"""подключиться к яндекс такси через парк""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Таксопарк,"""лучший таксопарк яндекс такси""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Комиссия парка,"""комиссия таксопарка яндекс""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Комиссия парка,"""низкая комиссия таксопарк""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Комиссия парка,"""таксопарк комиссия 1.9""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Комиссия парка,"""комиссия парка 1.9 процента""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Комиссия парка,"""сменить таксопарк яндекс""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Комиссия парка,"""перейти в другой парк яндекс такси""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П1_Поиск_Подключение,Комиссия парка,"""какой таксопарк выбрать яндекс""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p1_podklyuchenie&utm_content={ad_id}&utm_term={keyword}#formats,p1_podklyuchenie
П3_Поиск_ИП,Парковый ИП,"""парковый ип яндекс такси""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p3_ip&utm_content={ad_id}&utm_term={keyword}#formats,p3_ip
П3_Поиск_ИП,Парковый ИП,"""ип яндекс такси парк""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p3_ip&utm_content={ad_id}&utm_term={keyword}#formats,p3_ip
П3_Поиск_ИП,Парковый ИП,"""подключение ип к яндекс такси""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p3_ip&utm_content={ad_id}&utm_term={keyword}#formats,p3_ip
П3_Поиск_ИП,Парковый ИП,"""моментальный вывод яндекс такси""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p3_ip&utm_content={ad_id}&utm_term={keyword}#formats,p3_ip
П3_Поиск_ИП,Парковый ИП,"""работа такси ип комиссия""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p3_ip&utm_content={ad_id}&utm_term={keyword}#formats,p3_ip
П3_Поиск_ИП,Парковый ИП,"""переход с самозанятого на ип такси""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p3_ip&utm_content={ad_id}&utm_term={keyword}#formats,p3_ip
П3_Поиск_ИП,Парковый ИП,"""яндекс про парковый ип""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p3_ip&utm_content={ad_id}&utm_term={keyword}#formats,p3_ip
П3_Поиск_ИП,Парковый ИП,"""ип в таксопарке яндекс""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p3_ip&utm_content={ad_id}&utm_term={keyword}#formats,p3_ip
П3_Поиск_ИП,Парковый ИП,"""вывод денег яндекс такси ип""",https://park-armada.ru/taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=p3_ip&utm_content={ad_id}&utm_term={keyword}#formats,p3_ip
П10_Поиск_Доставка,Пеший курьер,"""курьер яндекс доставка""",https://park-armada.ru/delivery/?utm_source=yandex&utm_medium=cpc&utm_campaign=delivery_courier&utm_content={ad_id}&utm_term={keyword}#courier-tariffs,delivery_courier
П10_Поиск_Доставка,Пеший курьер,"""подключить курьера яндекс доставка""",https://park-armada.ru/delivery/?utm_source=yandex&utm_medium=cpc&utm_campaign=delivery_courier&utm_content={ad_id}&utm_term={keyword}#courier-tariffs,delivery_courier
П10_Поиск_Доставка,Пеший курьер,"""пеший курьер яндекс""",https://park-armada.ru/delivery/?utm_source=yandex&utm_medium=cpc&utm_campaign=delivery_courier&utm_content={ad_id}&utm_term={keyword}#courier-tariffs,delivery_courier
П10_Поиск_Доставка,Пеший курьер,"""пеший курьер яндекс доставка""",https://park-armada.ru/delivery/?utm_source=yandex&utm_medium=cpc&utm_campaign=delivery_courier&utm_content={ad_id}&utm_term={keyword}#courier-tariffs,delivery_courier
П10_Поиск_Доставка,Пеший курьер,"""работа курьером яндекс доставка""",https://park-armada.ru/delivery/?utm_source=yandex&utm_medium=cpc&utm_campaign=delivery_courier&utm_content={ad_id}&utm_term={keyword}#courier-tariffs,delivery_courier
П10_Поиск_Доставка,Автокурьер,"""автокурьер яндекс доставка""",https://park-armada.ru/delivery/?utm_source=yandex&utm_medium=cpc&utm_campaign=delivery_courier&utm_content={ad_id}&utm_term={keyword}#courier-tariffs,delivery_courier
П10_Поиск_Доставка,Автокурьер,"""курьер на авто яндекс""",https://park-armada.ru/delivery/?utm_source=yandex&utm_medium=cpc&utm_campaign=delivery_courier&utm_content={ad_id}&utm_term={keyword}#courier-tariffs,delivery_courier
П10_Поиск_Доставка,Автокурьер,"""подключение автокурьера""",https://park-armada.ru/delivery/?utm_source=yandex&utm_medium=cpc&utm_campaign=delivery_courier&utm_content={ad_id}&utm_term={keyword}#courier-tariffs,delivery_courier
П10_Поиск_Доставка,Мотокурьер,"""мотокурьер яндекс""",https://park-armada.ru/delivery/?utm_source=yandex&utm_medium=cpc&utm_campaign=delivery_courier&utm_content={ad_id}&utm_term={keyword}#courier-tariffs,delivery_courier
П10_Поиск_Доставка,Мотокурьер,"""мотокурьер яндекс доставка""",https://park-armada.ru/delivery/?utm_source=yandex&utm_medium=cpc&utm_campaign=delivery_courier&utm_content={ad_id}&utm_term={keyword}#courier-tariffs,delivery_courier
П10_Поиск_Доставка,Грузовой курьер,"""грузовой курьер яндекс""",https://park-armada.ru/delivery/?utm_source=yandex&utm_medium=cpc&utm_campaign=delivery_courier&utm_content={ad_id}&utm_term={keyword}#courier-tariffs,delivery_courier
П10_Поиск_Доставка,Грузовой курьер,"""грузовой курьер яндекс доставка""",https://park-armada.ru/delivery/?utm_source=yandex&utm_medium=cpc&utm_campaign=delivery_courier&utm_content={ad_id}&utm_term={keyword}#courier-tariffs,delivery_courier
П10_Поиск_Доставка,Парковый курьер,"""парковый самозанятый курьер""",https://park-armada.ru/delivery/?utm_source=yandex&utm_medium=cpc&utm_campaign=delivery_courier&utm_content={ad_id}&utm_term={keyword}#courier-tariffs,delivery_courier
П10_Поиск_Доставка,Парковый курьер,"""подключение к яндекс доставке""",https://park-armada.ru/delivery/?utm_source=yandex&utm_medium=cpc&utm_campaign=delivery_courier&utm_content={ad_id}&utm_term={keyword}#courier-tariffs,delivery_courier
П10_Поиск_Доставка,Парковый курьер,"""курьер яндекс про парк""",https://park-armada.ru/delivery/?utm_source=yandex&utm_medium=cpc&utm_campaign=delivery_courier&utm_content={ad_id}&utm_term={keyword}#courier-tariffs,delivery_courier
П5_Поиск_ФГИС,Лицензия ФГИС,"""лицензия такси фгис""",https://park-armada.ru/license/?utm_source=yandex&utm_medium=cpc&utm_campaign=p5_fgis&utm_content={ad_id}&utm_term={keyword},p5_fgis
П5_Поиск_ФГИС,Лицензия ФГИС,"""внести авто в реестр такси""",https://park-armada.ru/license/?utm_source=yandex&utm_medium=cpc&utm_campaign=p5_fgis&utm_content={ad_id}&utm_term={keyword},p5_fgis
П5_Поиск_ФГИС,Лицензия ФГИС,"""реестр такси фгис""",https://park-armada.ru/license/?utm_source=yandex&utm_medium=cpc&utm_campaign=p5_fgis&utm_content={ad_id}&utm_term={keyword},p5_fgis
П5_Поиск_ФГИС,Лицензия ФГИС,"""лицензия на такси стоимость""",https://park-armada.ru/license/?utm_source=yandex&utm_medium=cpc&utm_campaign=p5_fgis&utm_content={ad_id}&utm_term={keyword},p5_fgis
П5_Поиск_ФГИС,Лицензия ФГИС,"""оформить лицензию такси""",https://park-armada.ru/license/?utm_source=yandex&utm_medium=cpc&utm_campaign=p5_fgis&utm_content={ad_id}&utm_term={keyword},p5_fgis
П5_Поиск_ФГИС,Лицензия ФГИС,"""проверка фгис такси""",https://park-armada.ru/license/?utm_source=yandex&utm_medium=cpc&utm_campaign=p5_fgis&utm_content={ad_id}&utm_term={keyword},p5_fgis
