Название кампании;Тип кампании;Минус-фразы на кампанию;Валюта;Доп. объявление группы;Тип объявления;ID группы;Название группы;Номер группы;ID фразы;Фраза (с минус-словами);ID объявления;Заголовок 1;Заголовок 2;Заголовок 3;Заголовок 4;Заголовок 5;Заголовок 6;Заголовок 7;Текст 1;Текст 2;Текст 3;Ссылка;Отображаемая ссылка;Регион;Ставка;Заголовки быстрых ссылок;Описания быстрых ссылок;Адреса быстрых ссылок;Уточнения;Минус-фразы на группу;Метки
П4_Поиск_Трудовой;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;П4 Лимит НПД;3;;"""лимит самозанятого такси трудовой""";;;;;;;;;;;;;;Россия;70;;;;;курьер, доставка, пеший, мотокурьер, заказать такси, вызвать такси, аренда авто, без авто, авторегистрация, квиз;p4_trudovoj
П4_Поиск_Трудовой;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;П4 Лимит НПД;3;;"""превышен лимит самозанятого не хочу ип""";;;;;;;;;;;;;;Россия;70;;;;;курьер, доставка, пеший, мотокурьер, заказать такси, вызвать такси, аренда авто, без авто, авторегистрация, квиз;p4_trudovoj
П4_Поиск_Трудовой;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;П4 Лимит НПД;3;;"""что делать если превысил лимит самозанятого такси""";;;;;;;;;;;;;;Россия;70;;;;;курьер, доставка, пеший, мотокурьер, заказать такси, вызвать такси, аренда авто, без авто, авторегистрация, квиз;p4_trudovoj
П4_Поиск_Трудовой;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;П4 Лимит НПД;3;;"""переход с самозанятого на трудовой договор такси""";;;;;;;;;;;;;;Россия;70;;;;;курьер, доставка, пеший, мотокурьер, заказать такси, вызвать такси, аренда авто, без авто, авторегистрация, квиз;p4_trudovoj
П4_Поиск_Трудовой;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;П4 Лимит НПД;3;;"""лимит 2.4 млн такси трудовой договор""";;;;;;;;;;;;;;Россия;70;;;;;курьер, доставка, пеший, мотокурьер, заказать такси, вызвать такси, аренда авто, без авто, авторегистрация, квиз;p4_trudovoj
П4_Поиск_Трудовой;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;П4 Лимит НПД;3;;"""превышен лимит ип такси трудовой""";;;;;;;;;;;;;;Россия;70;;;;;курьер, доставка, пеший, мотокурьер, заказать такси, вызвать такси, аренда авто, без авто, авторегистрация, квиз;p4_trudovoj
П4_Поиск_Трудовой;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;П4 2-НДФЛ и налоги;4;;"""такси трудовой договор налог платит парк""";;Работа в Яндекс Такси без СМЗ и ИП;Трудовой договор с парком Армада;Налоги платит парк, 3 тарифа;Без самозанятости и без ИП;2-НДФЛ по запросу для такси;Удалённое оформление по России;Лимит НПД — оформите трудовой;Налоги платит парк. Тарифы 3%+300₽, 5%+100₽ или 6%;Оформление через поддержку парка. Удалённо, РФ;2-НДФЛ по запросу. Заявка в чат, без авторегистрации;https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword};trudovoj-dogovor;Россия;70;Тарифы 3/5/6%||FAQ трудового||Справка 2-НДФЛ||Лицензия ФГИС;Три схемы с парком||Частые вопросы по ТК||Статья про 2-НДФЛ||Реестр такси 3500₽;https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_labor_tariffs&utm_content={ad_id}&utm_term={keyword}#labor-tariffs||https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_labor_faq&utm_content={ad_id}&utm_term={keyword}#faq||https://park-armada.ru/blog/spravka-2ndfl-voditel-taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_2ndfl&utm_content={ad_id}&utm_term={keyword}||https://park-armada.ru/license/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_license&utm_content={ad_id}&utm_term={keyword};Без самозанятости и ИП||Налоги платит парк||2-НДФЛ по запросу||Удалённо по России;курьер, доставка, пеший, мотокурьер, заказать такси, вызвать такси, аренда авто, без авто, авторегистрация, квиз;p4_trudovoj
П4_Поиск_Трудовой;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;П4 2-НДФЛ и налоги;4;;"""2ндфл такси""";;;;;;;;;;;;;;Россия;70;;;;;курьер, доставка, пеший, мотокурьер, заказать такси, вызвать такси, аренда авто, без авто, авторегистрация, квиз;p4_trudovoj
П4_Поиск_Трудовой;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;П4 2-НДФЛ и налоги;4;;"""справка 2ндфл такси""";;;;;;;;;;;;;;Россия;70;;;;;курьер, доставка, пеший, мотокурьер, заказать такси, вызвать такси, аренда авто, без авто, авторегистрация, квиз;p4_trudovoj
П4_Поиск_Трудовой;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;П4 2-НДФЛ и налоги;4;;"""трудовой договор такси 2ндфл""";;;;;;;;;;;;;;Россия;70;;;;;курьер, доставка, пеший, мотокурьер, заказать такси, вызвать такси, аренда авто, без авто, авторегистрация, квиз;p4_trudovoj
П4_Поиск_Трудовой;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;П4 2-НДФЛ и налоги;4;;"""налоги платит парк такси""";;;;;;;;;;;;;;Россия;70;;;;;курьер, доставка, пеший, мотокурьер, заказать такси, вызвать такси, аренда авто, без авто, авторегистрация, квиз;p4_trudovoj
П4_Поиск_Трудовой;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;П4 2-НДФЛ и налоги;4;;"""договор с таксопарком трудовой""";;;;;;;;;;;;;;Россия;70;;;;;курьер, доставка, пеший, мотокурьер, заказать такси, вызвать такси, аренда авто, без авто, авторегистрация, квиз;p4_trudovoj
П4_Поиск_Трудовой;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;П4 Банкротство и занятость;5;;"""такси при банкротстве трудовой договор""";;Работа в Яндекс Такси без СМЗ и ИП;Трудовой договор с парком Армада;Налоги платит парк, 3 тарифа;Без самозанятости и без ИП;2-НДФЛ по запросу для такси;Удалённое оформление по России;Лимит НПД — оформите трудовой;Налоги платит парк. Тарифы 3%+300₽, 5%+100₽ или 6%;Оформление через поддержку парка. Удалённо, РФ;2-НДФЛ по запросу. Заявка в чат, без авторегистрации;https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=p4_trudovoj&utm_content={ad_id}&utm_term={keyword};trudovoj-dogovor;Россия;70;Тарифы 3/5/6%||FAQ трудового||Справка 2-НДФЛ||Лицензия ФГИС;Три схемы с парком||Частые вопросы по ТК||Статья про 2-НДФЛ||Реестр такси 3500₽;https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_labor_tariffs&utm_content={ad_id}&utm_term={keyword}#labor-tariffs||https://park-armada.ru/trudovoj-dogovor/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_labor_faq&utm_content={ad_id}&utm_term={keyword}#faq||https://park-armada.ru/blog/spravka-2ndfl-voditel-taxi/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_2ndfl&utm_content={ad_id}&utm_term={keyword}||https://park-armada.ru/license/?utm_source=yandex&utm_medium=cpc&utm_campaign=sitelink_license&utm_content={ad_id}&utm_term={keyword};Без самозанятости и ИП||Налоги платит парк||2-НДФЛ по запросу||Удалённо по России;курьер, доставка, пеший, мотокурьер, заказать такси, вызвать такси, аренда авто, без авто, авторегистрация, квиз;p4_trudovoj
П4_Поиск_Трудовой;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;П4 Банкротство и занятость;5;;"""работа такси при банкротстве""";;;;;;;;;;;;;;Россия;70;;;;;курьер, доставка, пеший, мотокурьер, заказать такси, вызвать такси, аренда авто, без авто, авторегистрация, квиз;p4_trudovoj
П4_Поиск_Трудовой;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;П4 Банкротство и занятость;5;;"""работа такси на пособии""";;;;;;;;;;;;;;Россия;70;;;;;курьер, доставка, пеший, мотокурьер, заказать такси, вызвать такси, аренда авто, без авто, авторегистрация, квиз;p4_trudovoj
П4_Поиск_Трудовой;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;П4 Банкротство и занятость;5;;"""трудовой договор такси банкротство""";;;;;;;;;;;;;;Россия;70;;;;;курьер, доставка, пеший, мотокурьер, заказать такси, вызвать такси, аренда авто, без авто, авторегистрация, квиз;p4_trudovoj
П4_Поиск_Трудовой;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;П4 Банкротство и занятость;5;;"""такси тип занятости не подтвержден""";;;;;;;;;;;;;;Россия;70;;;;;курьер, доставка, пеший, мотокурьер, заказать такси, вызвать такси, аренда авто, без авто, авторегистрация, квиз;p4_trudovoj
П4_Поиск_Трудовой;Единая перфоманс-кампания;заказать такси, вызвать такси, заказать яндекс такси, яндекс такси заказать, такси до аэропорта, такси недорого, дешёвое такси, дешевое такси, яндекс го, яндекс еда, яндекс лавка, яндекс маркет, доставка еды, курьер, курьером, пеший курьер, вакансия, вакансии, вакансия водитель, вакансия в яндексе, работа в яндексе, работа в офисе яндекс, hh, хедхантер, авито работа, суперджоб, работа диспетчером, диспетчер такси, оператор такси, менеджер таксопарка, скачать, скачать яндекс про, приложение яндекс про, установить яндекс про, apk, взлом, мод, бесплатно скачать, аренда авто под такси, аренда машины под такси, снять авто под такси, работа без авто, водитель без авто, авто под ключ такси, лизинг авто такси, каршеринг, uber, убер, ситимобил, gett, грузовое такси, газель, грузчики, переезд, автошкола, обучение на права, сдать на права, лишение прав, штраф гибдд, гибдд, франшиза такси, франшиза таксопарка, открыть таксопарк, без гражданства, иностранный водитель, работа такси для иностранцев, студентам, школьник, торрент;RUB;-;Комбинаторное;;П4 Банкротство и занятость;5;;"""деприоритет тип занятости яндекс такси""";;;;;;;;;;;;;;Россия;70;;;;;курьер, доставка, пеший, мотокурьер, заказать такси, вызвать такси, аренда авто, без авто, авторегистрация, квиз;p4_trudovoj
